fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,acidity_ratio,sugar_acid_ratio,density_alcohol_interaction,sulfur_dioxide_ratio,chloride_acid_product,log_acidity,log_sulphates,random_variation,ph_sulphates,alcohol_squared,density_squared,acid_sulphate_ratio,clarity_score,clarity_grade,wine_clarity,region_id,wine_style_id,flavor_intensity,tannin_level,oak_aging_months,carbonation,country,state,smell,price,color,brand,vintage,grape_variety,wine_type,alcohol_content,region,wine_style,food_pairing,bottle_size_ml
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,4.539473684,0.329113924,10.96535,0.263157895,0.5589,2.066862759,0.405465108,0.033979887,1.73,121,0.993709923,0.346666667,-0.098588132,1.384532048,-1.031966284,-2.049514516,0.92102584,-0.459220398,-0.231868507,1.012942885,1.828974756,Italy,Rioja,Woody,73.67,Red,Château Margaux,2014,Cabernet Sauvignon,Red,12.5,Napa Valley,Light-bodied,Seafood,750
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5,6.694915254,0.247191011,11.2548,0.558823529,0.3871,2.186051277,0.657520003,-0.013840665,3.0969,127.69,0.992016,0.093264249,-0.509806693,-0.732968899,-1.426018117,1.165594895,0.868798338,0.92248117,-0.715512766,0.921936601,-0.137164911,Australia,California,Floral,149.26,White,Screaming Eagle,1999,Chardonnay,Sparkling,14.2,Tuscany,Rich,Pasta,500
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,7.714285714,0.186440678,9.28512,0.388888889,0.9072,2.468099531,0.512823626,-0.070375585,2.0636,86.49,0.99680256,0.239520958,0.034152417,-1.097368319,0.381734169,1.205818421,0.798566673,-0.148222889,-2.224384109,0.573656963,0.65048964,Austria,Bordeaux,Floral,62.18,White,Moët & Chandon,2005,Chardonnay,Sparkling,14.2,Mendoza,Crisp,Pasta,1000
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,6.283783784,0.203883495,11.16416,0.352941176,1.1811,2.332143895,0.542324291,-0.046993989,2.3184,125.44,0.99361024,0.279069767,0.000207065,-1.11404645,0.972056966,-0.850884089,-0.236537383,-0.216731789,0.367199799,0.255944377,0.314709942,Japan,Rioja,Spicy,70.33,Red,Moët & Chandon,1999,Syrah,Dessert,13,Bordeaux,Light-bodied,Seafood,375
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,3.91025641,0.309859155,11.4402,0.6,0.4819,1.960094784,0.431782416,0.037312678,1.9386,132.25,0.98962704,0.363636364,2.949094425,0.243123459,-0.343205927,0.338993514,-0.976620316,1.333998186,-1.63529027,0.434540097,-2.299357696,Hungary,Tuscany,Floral,123.4,White,Robert Mondavi,2009,Chardonnay,Sparkling,14.2,Napa Valley,Crisp,Pasta,500
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,4.099378882,0.25,10.47333,0.307692308,0.528,2.028148247,0.548121409,0.022000723,2.6937,110.25,0.994926452,0.352601156,-0.918686511,1.07036516,0.043040871,2.943048335,0.126824685,1.13052662,0.785992813,0.562092262,-0.561356738,Canada,Tuscany,Spicy,116.86,White,Château Margaux,1991,Syrah,Dessert,13,Mendoza,Crisp,Seafood,1500
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,4.709302326,0.307692308,11.09334,0.36,0.6804,2.208274414,0.542324291,0.000921697,2.4696,123.21,0.99880036,0.418604651,0.668741656,-0.26265952,-0.614538784,-0.477839851,0.192004237,0.252003761,-0.497369533,2.690315007,-0.487639073,France,Barossa Valley,Floral,126.07,Rosé,Château Margaux,2000,Chardonnay,Sparkling,14.2,Barossa Valley,Rich,Pasta,375
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,4.596273292,0.238095238,9.775304,0.333333333,0.5476,2.128231706,0.500775288,0.094057853,2.262,96.04,0.99496635,0.36969697,0.473632077,1.656208252,0.135859424,0.408135913,-1.351290403,-0.086162104,0.898726774,2.312044056,2.647884214,Hungary,Tuscany,Floral,61.52,White,Château Margaux,2020,Merlot,White,13.8,Bordeaux,Crisp,Seafood,1000
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,4.895104895,0.2,9.16458,0.368421053,0.623,2.079441542,0.444685821,-0.068883468,1.8704,84.64,0.992314823,0.275641026,-1.513714393,0.195481732,-0.453414108,-1.289480587,0.079649583,-0.115188329,-0.803360433,-0.07810901,-1.796991647,Greece,Rioja,Earthy,8.65,Red,Château Margaux,1990,Merlot,White,13.8,Barossa Valley,Light-bodied,Steak,500
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,4.814814815,0.261363636,9.275355,0.315789474,0.6162,2.174751721,0.488580015,-0.040911034,2.0727,86.49,0.994707023,0.380368098,0.747910256,0.502744807,0.816837011,1.74458387,0.840606713,1.31600742,1.533012542,2.679628694,1.385437782,Germany,Bordeaux,Floral,110.63,Rosé,Penfolds,2014,Pinot Noir,Rosé,11.5,Barossa Valley,Light-bodied,Cheese,1000
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,3.826086957,0.723684211,10.76274,0.5,0.7722,2.028148247,0.39877612,0.036632004,1.6415,116.64,0.993111903,0.486577181,-0.134496784,-1.484056665,0.715493097,-0.264355833,-0.577534264,1.211427504,-1.417639757,0.854627311,-0.278678903,France,Barossa Valley,Floral,46.7,White,Moët & Chandon,2007,Chardonnay,Sparkling,14.2,Napa Valley,Full-bodied,Steak,1000
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,5.903614458,0.296296296,11.48735,0.35,0.8134,2.379546134,0.536493371,0.016208318,2.3927,132.25,0.99780121,0.385964912,-0.620847598,-0.795557068,0.519358746,-1.963289148,-0.850975081,-0.717853214,0.094069841,1.270845621,-0.011610114,Australia,Rioja,Woody,71.89,White,Robert Mondavi,1992,Cabernet Sauvignon,Red,12.5,Barossa Valley,Rich,Dessert,375
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,6.268656716,0.223404255,12.324608,0.621621622,0.6048,2.240709689,0.576613364,0.049900505,2.4258,153.76,0.987876966,0.191011236,1.32893332,-0.984654785,1.081514086,-0.516116642,0.155511604,0.684714854,1.601992655,-0.098031071,0.260706162,Canada,Rioja,Spicy,131.41,Red,Screaming Eagle,2015,Chardonnay,Sparkling,14.2,Bordeaux,Full-bodied,Pasta,1000
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,4.17721519,0.263157895,11.527384,0.685185185,0.4092,2.028148247,0.565313809,0.012037659,2.546,134.56,0.987519188,0.329545455,-0.709441002,-0.248615854,1.006606541,-0.650656621,-0.552692954,1.455401338,1.612311528,0.68843652,4.479084251,South Africa,Rioja,Fruity,78.27,White,Robert Mondavi,2017,Cabernet Sauvignon,Red,12.5,Bordeaux,Light-bodied,Cheese,1000
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,5.314685315,0.244186047,9.47321,0.28358209,0.57,2.151762203,0.494696242,0.11052615,2.176,90.25,0.994367952,0.262195122,0.951449277,-0.844324037,1.071515936,0.844455872,-1.494263529,0.372081479,-1.221297385,-0.914653735,0.80160516,Chile,Barossa Valley,Earthy,100.13,Red,Château Margaux,2011,Chardonnay,Sparkling,14.2,Napa Valley,Medium-bodied,Dessert,375
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5,3.836477987,0.295774648,11.339808,0.357142857,0.3416,1.960094784,0.444685821,-0.127696057,1.9712,129.96,0.989467878,0.378205128,-1.14769139,0.37021189,0.683324512,-0.631241136,0.077585389,-1.116940884,-0.733391371,-2.39198189,0.313238249,USA,Rioja,Earthy,132.63,Red,Screaming Eagle,2008,Pinot Noir,Rosé,11.5,Napa Valley,Crisp,Steak,375
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5,4.658385093,0.2,9.252942,0.590163934,0.57,2.140066163,0.336472237,-0.018956387,1.24,86.49,0.989905604,0.435714286,-0.15904521,-0.340598707,-1.694973439,-1.097610982,-1.312467303,1.645354952,0.327592731,1.08686349,-0.527597343,USA,Tuscany,Spicy,89.13,White,Château Margaux,2006,Cabernet Sauvignon,Red,12.5,Barossa Valley,Full-bodied,Cheese,1000
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,5,0.230769231,12.70784,0.444444444,0.4556,2.054123734,0.438254931,-0.032346839,1.848,163.84,0.98565184,0.232258065,-0.635362389,-1.090208407,0.295232575,1.365526463,-0.684987179,0.884442437,-0.658473595,0.456203319,0.017752546,Mexico,Barossa Valley,Fruity,82.22,White,Penfolds,2020,Pinot Noir,Rosé,11.5,Bordeaux,Light-bodied,Cheese,375
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,4.276315789,0.24,9.25815,0.333333333,0.4745,2.014903021,0.418710335,-0.060484737,1.7368,86.49,0.99102025,0.342105263,0.214713183,-1.38786855,-0.778094786,1.637211645,-1.614749862,1.692313019,-0.52485946,-2.679984486,0.758282386,Hungary,Rioja,Floral,140.16,White,Screaming Eagle,2015,Merlot,White,13.8,Napa Valley,Full-bodied,Dessert,375
8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,5.466666667,0.315217391,9.37744,0.1640625,0.6314,2.219203484,0.482426149,-0.022325748,2.0026,88.36,0.99520576,0.308641975,1.340450446,0.861636124,0.069369803,1.431152118,-1.326262162,-1.547569794,-1.420893985,-0.904295187,-3.329503798,New Zealand,California,Floral,75.1,Rosé,Penfolds,2009,Merlot,White,13.8,Barossa Valley,Medium-bodied,Cheese,375
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,6.206896552,0.26,9.68739,0.276315789,0.756,2.302585093,0.451075619,0.003578312,1.9095,94.09,0.99740169,0.286624204,0.58855327,0.181062743,-1.512528965,-1.402369283,0.556874722,-0.629233763,-0.441176691,0.525944181,-0.31900803,Germany,Barossa Valley,Floral,105.13,Red,Moët & Chandon,2017,Merlot,White,13.8,Napa Valley,Crisp,Pasta,375
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,4.965034965,0.222222222,10.361936,0.519230769,0.5822,2.091864062,0.494696242,-0.031278135,2.2336,108.16,0.992693396,0.262195122,0.902277174,0.492986459,-0.994355066,0.776228505,-1.484439068,-0.787722433,0.920509575,0.144030902,-0.387084244,France,Barossa Valley,Earthy,92.12,White,Moët & Chandon,2012,Merlot,White,13.8,Bordeaux,Medium-bodied,Steak,500
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,5.294117647,0.256097561,10.94874,0.533333333,0.5328,2.104134154,0.615185639,-0.035099584,2.89,121,0.990701716,0.194594595,-1.776246333,-0.125174428,-0.547995819,0.485359908,-0.476062558,-0.567807842,-0.501177137,0.190923732,-2.412550818,Italy,California,Spicy,19.53,Rosé,Robert Mondavi,2005,Cabernet Sauvignon,Red,12.5,Mendoza,Rich,Pasta,750
7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6,4.741641337,0.227272727,9.76472,0.470588235,0.6396,2.174751721,0.463734016,-0.014584687,1.9942,96.04,0.99281296,0.405660377,0.067855511,1.249618905,0.084505146,0.509689231,-3.138514666,0.891877635,-0.076278152,-0.722780255,0.136311296,South Africa,California,Floral,133.79,Red,Moët & Chandon,2001,Syrah,Dessert,13,Bordeaux,Light-bodied,Steak,500
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,5.23943662,0.27184466,10.58304,0.421052632,0.7254,2.332143895,0.512823626,-0.000398632,2.2177,112.36,0.99680256,0.464071856,1.452467534,1.275390738,1.363376514,-1.476262544,0.757176821,0.599089759,0.077937297,0.12150301,0.996462615,Chile,California,Woody,91.29,White,Moët & Chandon,1994,Syrah,Dessert,13,Napa Valley,Light-bodied,Pasta,500
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,3.103448276,0.265625,11.530632,0.592592593,0.4806,1.85629799,0.444685821,-0.146067524,2.0552,134.56,0.98807576,0.474358974,-0.409686593,-0.170258247,0.842513896,-0.352087747,0.407689737,-1.041452952,-0.368803265,0.53972368,1.207425749,South Africa,Bordeaux,Spicy,19.21,Rosé,Moët & Chandon,1993,Cabernet Sauvignon,Red,12.5,Mendoza,Rich,Pasta,750
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,3.860759494,0.352112676,12.419,0.225352113,0.2684,1.960094784,0.500775288,-0.107669506,2.249,156.25,0.98708199,0.351515152,1.755475698,-0.560760907,-1.666763407,-0.980788008,-0.247954207,-0.072969432,-0.920488788,-0.523104307,0.098824045,France,Rioja,Floral,92.95,Red,Robert Mondavi,1992,Pinot Noir,Rosé,11.5,Barossa Valley,Light-bodied,Seafood,500
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,4.705882353,0.243902439,9.857727,0.782608696,0.4176,2.104134154,0.518793793,0.016158386,2.1828,98.01,0.991478233,0.31547619,-0.037570645,-1.18896342,0.111129375,0.313723183,0.44176065,-1.018253901,0.995302901,-2.81512369,1.188061876,China,Bordeaux,Floral,69.31,Red,Robert Mondavi,2011,Chardonnay,Sparkling,14.2,Napa Valley,Crisp,Pasta,375
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,3.586956522,0.302631579,12.24096,0.653061224,0.3894,2.028148247,0.444685821,0.068431578,1.9712,151.29,0.99042304,0.538461538,-3.019512156,0.046934902,-0.224853056,1.833896546,0.287272514,1.794524848,0.217473483,1.22116575,-1.861513361,Argentina,Rioja,Floral,138.74,White,Robert Mondavi,2012,Cabernet Sauvignon,Red,12.5,Napa Valley,Crisp,Pasta,1500
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4,4.113924051,0.293333333,11.449055,0.214285714,0.624,2.014903021,0.482426149,0.081671577,2.2444,132.25,0.991159625,0.358024691,1.481663402,1.220282896,0.161299543,0.985399711,1.37733503,1.494141897,0.417447034,-2.911803945,1.883811031,Brazil,Barossa Valley,Spicy,10.62,White,Robert Mondavi,1993,Cabernet Sauvignon,Red,12.5,Barossa Valley,Medium-bodied,Dessert,500
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,6.533333333,0.212962963,9.686808,0.217391304,0.9212,2.379546134,0.470003629,-0.004958793,1.944,94.09,0.99728185,0.3125,-0.21701705,1.638359732,0.338357442,1.210674553,0.476430167,-1.171933929,-0.042856248,0.822342299,-2.067818376,Spain,Barossa Valley,Floral,139.03,White,Penfolds,2012,Chardonnay,Sparkling,14.2,Bordeaux,Medium-bodied,Cheese,1500
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,3.89380531,0.276315789,9.17056,0.210526316,0.495,2.028148247,0.512823626,-0.035383473,2.3383,84.64,0.99361024,0.416167665,1.3924653,2.052972025,-1.216580804,0.337766099,-1.880288411,-0.156276337,-0.581580763,-0.438524506,2.418355754,New Zealand,Barossa Valley,Fruity,41.71,Rosé,Screaming Eagle,2004,Pinot Noir,Rosé,11.5,Bordeaux,Crisp,Pasta,1500
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,5.147058824,0.2875,10.055358,0.303030303,0.602,2.079441542,0.431782416,0.027890515,1.836,102.01,0.991179536,0.233766234,-0.730956276,1.057814181,1.040954174,-0.877617357,0.220189314,0.336601428,-0.00504087,2.277688926,-0.909632173,China,Tuscany,Floral,128.39,Red,Château Margaux,2001,Pinot Noir,Rosé,11.5,Tuscany,Crisp,Steak,500
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,6.642335766,0.207920792,11.152512,0.25,0.5824,2.312535424,0.587786665,-0.008747988,2.64,125.44,0.991537978,0.205555556,-0.424236333,-0.958778456,-0.718064784,0.444895895,-0.710015443,-1.51054605,-0.542696874,-0.099550683,0.555858459,Canada,Rioja,Fruity,23.71,White,Screaming Eagle,2003,Syrah,Dessert,13,Tuscany,Medium-bodied,Dessert,1500
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,6.956521739,0.235849057,9.982,0.32,0.9216,2.360854001,0.530628251,-0.028845183,2.233,100,0.99640324,0.223529412,-0.641481595,-0.918126983,-0.368939439,-0.421198817,0.123429182,0.243890942,-0.435857355,-1.12196812,1.056030372,Brazil,Rioja,Spicy,107.54,Red,Moët & Chandon,2018,Chardonnay,Sparkling,14.2,Barossa Valley,Rich,Pasta,375
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,5.714285714,0.20754717,10.18776,0.172413793,0.8352,2.360854001,0.470003629,-0.012451802,1.884,104.04,0.99760144,0.425,-0.617651895,0.820158187,-1.199725265,0.666627883,-0.075671073,-0.352546243,-0.09759389,0.767843695,1.023702337,Argentina,Barossa Valley,Spicy,16.27,Rosé,Château Margaux,2001,Syrah,Dessert,13,Napa Valley,Crisp,Dessert,500
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,5.986842105,0.128712871,9.27954,0.290322581,0.637,2.312535424,0.470003629,0.052921224,1.944,86.49,0.99560484,0.325,1.238946353,-0.834323045,-1.073328032,0.749282557,-0.868767545,1.361006705,1.32550022,1.056730431,0.323755067,Japan,Barossa Valley,Fruity,131.98,Red,Robert Mondavi,1991,Merlot,White,13.8,Tuscany,Light-bodied,Pasta,1500
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,4.957983193,0.246376812,9.437395,0.419117647,0.2655,1.931521412,0.364643114,0.021096038,1.4608,90.25,0.986863428,0.131944444,1.230874513,-0.401795027,1.180989905,-0.403379746,0.570945695,-0.708488102,0.949700384,1.682662915,-2.281662072,Hungary,California,Floral,140.08,White,Château Margaux,2005,Cabernet Sauvignon,Red,12.5,Bordeaux,Rich,Steak,750
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6,4.299065421,1.35443038,9.39342,0.476190476,0.5037,2.066862759,0.418710335,-0.052885546,1.794,88.36,0.99860049,0.398026316,-0.643549832,-2.025807873,0.868772501,-0.466574071,-1.625121259,2.401583661,2.714816939,0.481613846,-0.427834216,China,Bordeaux,Fruity,123.31,White,Robert Mondavi,2000,Syrah,Dessert,13,Napa Valley,Medium-bodied,Steak,375
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,7.039473684,0.222222222,12.048817,0.50877193,0.7062,2.459588842,0.58221562,-0.017964605,2.4885,146.41,0.991557893,0.290502793,-0.38713065,-0.224318971,-0.56419618,-0.039144027,0.981149716,-0.245848317,1.258886206,0.019218852,0.175365241,Brazil,Barossa Valley,Floral,27.21,Red,Château Margaux,2016,Cabernet Sauvignon,Red,12.5,Napa Valley,Rich,Dessert,750
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,5.212765957,0.231481481,11.2112,0.224358974,1.0192,2.379546134,0.512823626,0.056328251,2.2847,125.44,1.002001,0.526946108,-0.12754912,-1.433151815,0.319965191,-0.092874501,-2.202913353,-0.519834146,0.071420833,0.339528787,-1.694039281,Brazil,Barossa Valley,Floral,133.45,Red,Moët & Chandon,2000,Cabernet Sauvignon,Red,12.5,Barossa Valley,Medium-bodied,Seafood,750
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,8.28125,1.336206897,9.22392,0.25,0.7314,2.451005098,0.506817602,-0.00639588,2.0592,84.64,1.00520676,0.168674699,-0.450189265,1.191707497,-1.262769776,0.55101706,-0.577228726,0.917768198,2.105086639,1.34133007,0.865358709,China,Bordeaux,Floral,133.57,Rosé,Screaming Eagle,1998,Merlot,White,13.8,Bordeaux,Light-bodied,Dessert,750
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,4.895104895,0.25,11.822174,0.15,0.595,2.079441542,0.378436436,0.047038559,1.5318,141.61,0.986962772,0.294520548,-0.487202921,0.197916667,1.991370418,0.667245147,-0.095148123,0.074887584,0.455146381,0.333058435,0.078077714,Japan,Bordeaux,Floral,40.76,White,Robert Mondavi,2015,Syrah,Dessert,13,Napa Valley,Rich,Seafood,375
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,3.377483444,0.344262295,12.80196,0.156862745,0.2142,1.808288771,0.625938431,0.11262179,3.0102,166.41,0.98485776,0.272727273,0.195024984,0.715872745,0.530894314,-1.154163385,0.99541519,1.099584464,-0.647652756,0.568769695,-0.883989899,Canada,Bordeaux,Fruity,104.32,White,Screaming Eagle,2020,Pinot Noir,Rosé,11.5,Mendoza,Full-bodied,Cheese,1000
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,5,0.217391304,9.076977,0.064102564,0.779,2.219203484,0.482426149,-0.027515258,1.9406,82.81,0.994946401,0.395061728,1.030580586,0.20953423,-0.470203339,-0.458025183,0.896797332,-0.362855627,-0.663092174,-0.029507599,0.470571459,Portugal,California,Earthy,100.84,Rosé,Château Margaux,2018,Cabernet Sauvignon,Red,12.5,Barossa Valley,Light-bodied,Steak,1500
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,4.863013699,0.234567901,10.35424,0.509090909,0.5467,2.091864062,0.494696242,0.006677045,2.1568,108.16,0.99121936,0.280487805,-0.187329018,-1.394495069,-0.895427961,-0.214537665,-1.866700587,1.419064413,0.155246052,-0.950175462,0.236646913,China,Rioja,Earthy,78.43,Red,Robert Mondavi,2013,Cabernet Sauvignon,Red,12.5,Mendoza,Rich,Seafood,1000
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,7.045454545,0.194174757,10.66683,0.409090909,0.6882,2.332143895,0.58221562,0.018081801,2.5912,114.49,0.99380961,0.17877095,-0.504774921,-0.878323077,-1.684667577,-1.207759393,0.995693754,-0.344983162,-0.573703144,1.639956682,-0.640230495,Chile,Tuscany,Fruity,83.32,White,Moët & Chandon,2020,Merlot,White,13.8,Barossa Valley,Crisp,Dessert,500
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,9.618320611,0.161764706,9.78726,0.2,0.9072,2.610069793,0.598836501,0.019203272,2.3616,96.04,0.99740169,0.17032967,-1.769075905,-0.12373268,1.202576505,0.928090611,0.150474499,-1.976821569,0.368352004,0.38033665,-0.664267865,Japan,Barossa Valley,Spicy,36.89,Rosé,Penfolds,1991,Chardonnay,Sparkling,14.2,Napa Valley,Rich,Seafood,750
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,7.925925926,0.222222222,10.9692,0.294117647,0.749,2.459588842,0.500775288,0.026945502,2.0475,121,0.99440784,0.212121212,1.039111787,1.057368305,-1.496158813,3.529055188,1.266661253,1.506147241,-0.304458021,0.256719173,-0.149966291,Portugal,Rioja,Woody,108.19,White,Penfolds,2016,Merlot,White,13.8,Barossa Valley,Medium-bodied,Seafood,500
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,4.774193548,0.214285714,10.463775,0.428571429,0.6068,2.128231706,0.518793793,-0.061197013,2.3732,110.25,0.993111903,0.327380952,0.216775564,0.680230208,2.202013925,0.089395279,0.781942535,-0.594497722,0.230459881,-0.383478019,2.010903035,Hungary,California,Fruity,81.53,White,Château Margaux,2020,Merlot,White,13.8,Barossa Valley,Light-bodied,Cheese,375
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,7.050359712,0.152777778,11.340492,0.416666667,0.6664,2.379546134,0.378436436,0.069600114,1.4674,129.96,0.989587248,0.267123288,0.874517074,-0.77649914,0.239857746,-0.030786502,1.257613113,0.216554738,-0.844677263,-0.64315041,0.332346371,Japan,California,Earthy,14.92,White,Penfolds,2008,Merlot,White,13.8,Bordeaux,Crisp,Pasta,750
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,4.17218543,0.315068493,10.95314,0.707317073,0.4788,1.987874348,0.559615788,0.02182799,2.565,121,0.991498148,0.291428571,0.71232216,-0.26560456,0.754958766,0.32475824,0.58099954,1.003365893,0.945940961,1.451375461,-0.356542429,New Zealand,Barossa Valley,Floral,122.85,White,Robert Mondavi,2004,Cabernet Sauvignon,Red,12.5,Barossa Valley,Medium-bodied,Dessert,375
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,5.384615385,0.298850575,10.459575,0.453125,0.5621,2.163323026,0.457424847,0.05444753,1.9546,110.25,0.992314823,0.272151899,0.168654672,0.418205756,-0.185924481,0.192651533,-1.652242677,1.108444602,-0.302349566,1.075103454,-0.62212748,Chile,Barossa Valley,Spicy,10.59,White,Château Margaux,2002,Merlot,White,13.8,Bordeaux,Crisp,Cheese,500
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,3.5625,0.208955224,12.101302,0.578947368,0.3591,1.902107526,0.444685821,0.013369616,1.932,148.84,0.983885448,0.384615385,1.72469665,-0.805171752,0.738237231,0.618360566,0.407090383,-0.029803782,0.123457556,-0.015687967,-0.513313089,Japan,Barossa Valley,Spicy,125.63,Rosé,Penfolds,2009,Merlot,White,13.8,Barossa Valley,Full-bodied,Cheese,1000
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,6.644295302,0.321100917,9.0036,0.204545455,0.9306,2.388762789,0.457424847,0.016683105,1.9082,81,1.00080016,0.310126582,2.024309623,-0.412413818,-0.69941454,-0.057950542,-0.699600809,-1.083188447,-0.656034758,0.204153872,-1.65395956,China,Barossa Valley,Earthy,26.45,White,Penfolds,2005,Merlot,White,13.8,Napa Valley,Crisp,Steak,1500
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,4.197530864,0.243589744,9.466845,0.717948718,0.4624,2.054123734,0.598836501,0.045196742,2.8044,90.25,0.99303218,0.340659341,2.281651837,-0.399878239,-1.941858659,0.580567687,-2.059160484,0.548463274,0.198056926,0.255328172,-0.693696492,Portugal,California,Spicy,141.53,Rosé,Château Margaux,2000,Cabernet Sauvignon,Red,12.5,Barossa Valley,Full-bodied,Cheese,750
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,8.372093023,0.13559322,11.845855,0.678571429,0.9072,2.468099531,0.548121409,0.04448154,2.3944,141.61,0.990920703,0.167630058,0.551476275,-0.57912411,-0.51098917,-0.406974366,0.084865458,0.177908391,-0.611515802,-1.355086066,2.70086647,Mexico,Rioja,Floral,112.48,Red,Moët & Chandon,2000,Syrah,Dessert,13,Mendoza,Full-bodied,Steak,1000
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,5.775862069,0.272727273,11.143328,0.452830189,0.3953,2.041220329,0.536493371,0.003349536,2.3714,125.44,0.989905604,0.093567251,-1.751828807,-0.994428522,0.683212404,-0.780143881,-0.803434274,1.325004655,-0.269041092,-0.649076334,0.834100572,New Zealand,California,Spicy,110.8,Rosé,Screaming Eagle,2006,Syrah,Dessert,13,Napa Valley,Rich,Cheese,375
